tconst,primaryTitle,startYear,genres,lead_actors_ids,runtimeMinutes,averageRating,Language,Country,numVotes,budget,BoxOffice,plot
tt0118748,Boogie Boy,1998.0,"['Crime', 'Thriller']","['nm0001092', 'nm0671567', 'nm0941316', 'nm0816375', 'nm0061920']",104.0,5.0,English,United States,785.0,,,"Boogie Boy is a 1998 film written and directed by Craig Hamann and produced by Braddon Mendelson . It stars Traci Lords , [ 1 ] as well as Mark Dacascos , Emily Lloyd , Jaimz Woolvett , Frederic Forrest , Joan Jett , Robert Bauer , and Linnea Quigley . The film features music by Michael Knott . [ 2 ]"
tt0118749,Boogie Nights,1997.0,['Drama'],"['nm0000242', 'nm0000242', 'nm0000608', 'nm0350079', 'nm0119169']",155.0,7.9,English,United States,305545.0,15.0,43.1,"In 1977, high-school dropout Eddie Adams lives in Torrance, California with his parents. His mother is an alcoholic who is emotionally and physically abusive. Eddie works at a Reseda nightclub owned by Maurice Rodriguez, where he meets porn filmmaker Jack Horner. Interested in bringing Eddie into the industry, Jack auditions the latter by watching him have sex with ""Rollergirl"", a porn starlet who wears roller skates . After a fight with his mother, Eddie moves into Jack's San Fernando Valley home. Eddie gives himself the screen name ""Dirk Diggler"" and becomes a star due to his good looks, youthful charisma, and abnormally large penis. His success allows him to buy a new house, an extensive wardrobe, and a ""competition orange"" 1977 Chevrolet Corvette . With his friend and co-star Reed Rothchild, Dirk pitches a series of successful action -themed porn films. He works and socializes with others from the porn industry, and they live carefree lifestyles in the late 1970s disco era. While attending a New Year's Eve party going into 1980 at Horner's house, Eddie tries cocaine for the first time, while assistant director Little Bill Thompson discovers his adulterous wife having sex with another man while being surrounded by spectators. Bill, tired of being repeatedly cheated on, shoots the pair dead and then commits suicide by turning the gun on himself. Dirk and Reed soon begin using cocaine on a regular basis. Due to his drug use, Dirk finds it increasingly difficult to achieve an erection and falls into violent mood swings. Dirk becomes irritated with Johnny Doe, a rival leading man recruited by Jack, who he worries will replace him. In 1983, after arguing with Jack, Dirk is fired and takes off with Reed to start a music career along with Scotty, a boom operator who is in love with Dirk."
tt0118750,Booty Call,1997.0,"['Comedy', 'Romance']","['nm0004937', 'nm0203508', 'nm0602027', 'nm0150966', 'nm0949521']",79.0,5.5,English,United States,10147.0,7.0,20.1,"Rushon Askins, a tender-hearted, upwardly-mobile man, has been dating his self-righteous-to-a-fault girlfriend Nikki for seven weeks. They really like each other, but their relationship has not yet been consummated; Nikki is unsure if their relationship is ready for the next stage. Rushon asks Nikki out to dinner, but Nikki wants it to be a double date. She brings her opinionated friend and neighbor Lysterine ""Lysti"", and Rushon comes with his ""bad boy"" buddy Bunz. Lysti and Bunz soon end up bonding as both are sexually adventurous and completely uninhibited, despite some initial bickering and resentment towards one another as each of them overplayed their roles by trying to come off as a player (Bunz) or overly high-maintenance (Lysti). Meanwhile, the more conservative and prudish Nikki decides it is time for her and Rushon to take their relationship to the next level, much to Rushon's surprise and excitement. However, they have one small problem: this is the 1990s, and Nikki wants to practice safe sex. Rushon produces a condom and just as he removes the wrapper, Nikki's mischievous, poorly trained, small terrier dog named ""Killer"" snatches and destroys Rushon's only condom, forcing him to have to go out and buy more condoms. Nikki then calls Lysterine and urges her to make Bunz (also condomless) use a condom as well. Therefore, Rushon (who has to take Killer along for his walk) and Bunz go on wild, late night adventures from store to store trying to find ""protection"" before everyone's mood evaporates. The two friends run across a wild assortment of characters which includes a Chinese medicine store owner, wacky Punjabi convenience store owners, a would-be armed robber, a hypocritical judge ( Bernie Mac ) and his female clerk/secret lover, and last but not least, a disobedient Killer who escapes his leash while Rushon and Bunz are in a store and leads them on a blocks-long chase. Things soon lead to all four friends being at the hospital when Bunz accidentally shoots Rushon in the leg with a gun he took from a paranoid cabbie moments earlier. The group initially encounters a rude, unsympathetic admissions nurse who denies Rushon entry into the hospital because he has no insurance until Bunz runs across a doctor's credentials and impersonates the doctor to get his buddy admitted into the facility. However, ""Doctor"" Bunz is soon called in to help deliver a baby, which takes priority over a flesh wound, and he loses track of Rushon who is mistaken for a patient who is scheduled to be castrated (that patient shrewdly switched charts with Rushon upon finding out about his operation). The real doctor whom Bunz is impersonating eventually surfaces which leads the admissions nurse and security to search the hospital for the group. Bunz, Lysterine, and Nikki frantically search for Rushon who is soon anesthetized and prepared for castration. Nikki finds him right before the surgery begins and abruptly stops it by yelling that Rushon has no insurance. As both couples leave the hospital, everyone make up as both women take their men home for some long-delayed, kinky but safe sex."
tt0118751,Border,1997.0,"['Action', 'Drama', 'History']","['nm0219971', 'nm0792911', 'nm0451379', 'nm0006763', 'nm0077681']",176.0,8.0,Hindi,India,20185.0,,,"The film opens just before the declaration of the India–Pakistan war of 1971 . At an operational training unit (OTU) airbase , Indian Air Force Wing Commander Andy Bajwa and his wingmen take off for an undisclosed airbase in Rajasthan . Upon arrival, Bajwa is briefed by his superior that he and his No. 122 (ad-hoc) Squadron have been assigned to an advance airfield in the Jaisalmer sector to fly Hawker Hunter ground attack missions in support of the Army. He is soon joined by his brother-in-arms, Indian Army Major Kuldip Singh Chandpuri , who has recently bid a short farewell to his wife, Preeti, with a promise to return alive from war. They meet during a military courier flight and discuss the possibility of Pakistan opening a Western front in light of the East Pakistan conflict . After reaching the FOB , Kuldip assumes command of Alpha Company (composed of 120 soldiers), of the 23rd Battalion , Punjab Regiment . He expresses concern to his CO over the light defence being assigned to the Longewala military post. He meets his 2i/c , 2nd Lieutenant Dharamvir Singh Bhakhri – the son of a 1965 India–Pakistan war veteran, late Maj. Virbhan Singh Bhakhri, who was KIA – and the company's JCO , Naib Subedar Mathura Das. Das is desperate for leave during the emergency period as his wife is suffering from cancer and there is no one to care for her and their children."
tt0118752,Born Bad,1997.0,"['Crime', 'Drama']","['nm0001664', 'nm0000397', 'nm0907915', 'nm0290310', 'nm0915766']",88.0,5.2,,,326.0,,,
tt0118754,Borrowed Life Stolen Love,1997.0,"['Drama', 'Romance']","['nm0160689', 'nm0259975', 'nm0384284', 'nm0796351', 'nm0908065']",95.0,6.4,,,39.0,,,
tt0118757,Bouge!,1997.0,"['Comedy', 'Drama', 'Music']","['nm0217584', 'nm0494204', 'nm0600180', 'nm0618651', 'nm0739279']",99.0,2.3,,,272.0,,,
tt0118762,Boys Life 2,1997.0,['Drama'],"['nm0005398', 'nm0881948', 'nm0792053', 'nm0000352', 'nm0674190']",74.0,6.5,English,United States,506.0,,,"Boys Life 2 is a compilation of four short films about being gay in America, released in 1997. A limited edition DVD also included a fifth segment, Trevor , starring Brett Barsky."
tt0118765,Bozic u Becu,1997.0,"['Drama', 'War']","['nm0816297', 'nm0438512', 'nm0470495', 'nm0518628', 'nm0754494']",97.0,4.2,,,93.0,,,
tt0118767,Brother,1997.0,"['Crime', 'Drama', 'Thriller']","['nm0091074', 'nm0837744', 'nm0476814', 'nm0125462', 'nm0615498']",99.0,7.8,Russian,Russia,28568.0,,1.4,"Danila Bagrov ( Sergei Bodrov Jr. ), recently discharged after serving in the First Chechen War , returns to his hometown. His mother insists that he travel to Saint Petersburg to seek out his successful older brother Viktor ( Viktor Sukhorukov ), whom his mother is confident will help him make a living. Arriving in Saint Petersburg, Danila wanders around the city and befriends Kat (Maria Zhukova), an energetic party girl, and an elderly Russian German named Hoffman ( Yury Kuznetsov ), a homeless street vendor whom Danila rescues from a thug attempting to extort him. Unbeknown to their mother, Viktor is an accomplished hitman who goes by the nickname ""Tatar"", working for a St. Petersburg mafia boss called ""Krugly"" (Russian for ""round""). His latest target is ""the Chechen"", a Chechen mafia boss who had seized a local market. Krugly (Sergei Murzin), who is unhappy with the amount of money that Viktor has demanded for the hit, orders his thugs to watch the Chechen, so that they can kill Viktor after the hit and thereby avoid paying him. Danila eventually meets up with Viktor. To avoid exposure, Viktor passes his assignment to his brother, gives him money to settle in the city, and then lies to him that the Chechen has been extorting from him, asking Danila to perform the hit. Danila agrees."
tt0118771,Breakdown,1997.0,"['Action', 'Crime', 'Drama']","['nm0000621', 'nm0000687', 'nm0301370', 'nm0005276', 'nm0513010']",93.0,7.0,English,United States,69856.0,36.0,50.2,"Jeff Taylor and his wife Amy are driving from Boston to San Diego in a new Jeep Grand  Cherokee . Nearing the Arizona desert, they nearly collide with a battered pickup. At a gas station , the pickup's driver, Earl, angrily confronts Jeff before departing. On a remote stretch of road, the Jeep stalls. Amy accepts a lift from a passing tractor‑trailer driven by Red Barr to reach a diner and seek assistance, while Jeff remains with the vehicle. Inspecting the engine, he discovers the battery cables have been deliberately loosened. After reconnecting them, he arrives at the diner, where employees insist Amy never appeared. Jeff intercepts Red's rig, but Red denies knowledge. Sheriff Boyd searches the cab, finds nothing, and directs Jeff to the nearby town of Brackett. Returning to the diner, Jeff is approached by Billy, a seemingly slow‑witted mechanic, who claims Amy left with several men and warns him to avoid the police. Following Billy's directions, Jeff is ambushed by Earl, escapes by plunging the Jeep into a river, and is captured by Earl and Billy, who reveals his slow-witted nature to be an act. They take him to Barr at an isolated hideout. Red demands that Jeff withdraw $90,000 from his bank account, threatening Amy's life. In Brackett, Jeff can access only $5,000, so he conceals one‑dollar bills between two hundred‑dollar notes and pockets a letter opener, abandoning an attempt to alert the bank manager when he suspects Red's accomplices are watching. Earl collects Jeff, boasts of sabotaging the Jeep, and states that the couple will be murdered regardless. Jeff frees himself with the opener, stabs Earl, ties him up, and forces him to reveal a rendezvous point at a truck stop. The pair are halted by Boyd. Earl shoots the sheriff, but is shot dead in return. After radioing for aid, Jeff goes to the truck stop and finds and hides beneath Red's trailer and is carried to the latter's remote farm."
tt0118772,Breaking Up,1997.0,"['Comedy', 'Drama', 'Romance']","['nm0000128', 'nm0023225', 'nm1544109']",90.0,4.8,English,United States,3307.0,,,"Breaking Up is a 1997 American romantic drama film directed by Robert Greenwald and written by Michael Cristofer , based on his stage play of the same name. The film stars Russell Crowe and Salma Hayek as Steve and Monica, a couple whose relationship leads to an out-of-the-blue marriage. It was released in the United States by Warner Bros. on October 17, 1997."
tt0118774,Burnt by Frost,1997.0,"['Drama', 'Romance', 'War']","['nm0388732', 'nm0022948', 'nm0026154', 'nm2529156', 'nm0028440']",97.0,4.6,Norwegian,Norway,169.0,,,"Burnt by Frost ( Norwegian : Brent av frost ) is a 1997 Norwegian drama film directed by Knut Erik Jensen , starring Stig Henrik Hoff and Gørild Mauseth . Simon (Stig Henrik Hoff) helps a group of Soviet partisans during World War II . After the war is over, he is recruited as a Soviet spy."
tt0118778,Bring Me the Head of Mavis Davis,1997.0,"['Comedy', 'Crime', 'Music']","['nm0008756', 'nm0000732', 'nm0043293', 'nm0058867', 'nm0077505']",100.0,5.2,English,United Kingdom,596.0,,,"Record-company owner Marty Starr concludes that Marla Dorland, aka Mavis Davis is a fading star. Meanwhile, he has to meet alimony payments to his ex, while he's forced to promote the untalented son of mobster, Rathbone. To get out from under, Marty decides that the death of Marla/Mavis could jolt record sales by turning her into a legend. He hires hitman Clint, but eliminating Mavis turns out to be more difficult than they thought."
tt0118779,Brittle Glory,1996.0,"['Comedy', 'Drama']","['nm0000348', 'nm0343325', 'nm0761190', 'nm0692466', 'nm0881991']",84.0,5.3,,,176.0,,,
tt0118780,Broadway Damage,1997.0,"['Comedy', 'Drama', 'Musical']","['nm0524243', 'nm0659101', 'nm0929962', 'nm0276859', 'nm0417505']",111.0,6.5,English,United States,728.0,,,"Cynthia (Hobel), Marc (Lucas) and Robert (Williams) are young friends in New York City and recent New York University graduates. Marc is a struggling actor, Robert is an actor/songwriter and Cynthia is desperately trying to attract the attention of Tina Brown to break into magazine publishing. Cynthia and Marc find an apartment together in Greenwich Village. Robert is secretly in love with Marc, who's oblivious. Marc falls into a relationship with David (Panaro), an aspiring musician who lives with his boyfriend across the alley from Marc's apartment. David's boyfriend throws him out and David moves in with Marc. Robert, trying to get over Marc, becomes interested in a man who works in a local card and gift shop (Marc and Robert refer to him as ""Zola""). Taking Marc's advice to ""make the grand gesture,"" he sends Cynthia in with a gift from him as a secret admirer.  ""Zola"" turns down the gesture, and Robert is humiliated."
tt0118784,Bruits d'amour,1997.0,['Drama'],"['nm0521051', 'nm0173548', 'nm0347123', 'nm0691819', 'nm0286135']",90.0,,,,,,,
tt0118787,Buddy,1997.0,"['Adventure', 'Comedy', 'Drama']","['nm0001059', 'nm0001086', 'nm0254590', 'nm0933793', 'nm0780550']",84.0,4.8,English,United States,2984.0,19.0,10.1,"Set in the 1930s, eccentric millionaire Trudy is an unapologetic animal lover. Trudy takes her two newly arrived chimpanzees Joe and Maggie to the movies, causing lots of stares. Returning home to her grand estate, she greets her varied animals: kittens, horses, a cheeky talking green parrot, her prize-winning champion pack of briards , a raccoon , a porcupine , a tortoise and a flock of geese. Dr. Bill Lindz, Trudy's amiable husband, calls her to the phone. After the call she explains to Dick, their animal handler, he is solely in charge of the animals until the evening, and she drives off to Philadelphia."
tt0118789,Buffalo '66,1998.0,"['Comedy', 'Drama', 'Romance']","['nm0001252', 'nm0001262', 'nm0000620', 'nm0001821', 'nm0001629']",110.0,7.4,English,United States Canada,67706.0,1.5,2.4,"Having just served five years in the Gowanda Correctional Facility , Billy Brown returns home to Buffalo, New York , and is preparing to meet with his parents, who do not know he has been in prison. He kidnaps Layla, a tap dancer , and forces her to pretend to be his wife to his parents. He gives her the name ""Wendy Balsam"". When they meet with Billy's parents, Layla notices that the relationship between them is very dysfunctional, seeing Billy's mother forgetting he has a chocolate allergy (following a brief flashback when Billy was hospitalized after a severe allergic reaction due to his mother giving him chocolate) and his father behaving inappropriately toward her. She learns that Billy's mother has never missed a Buffalo Bills game, except in 1966, on the day Billy was born. In a flashback, it is revealed that Billy once placed a reckless $10,000 bet on the Bills to win Super Bowl XXV ; when they lost, the bookie forced Billy to clear his debt by confessing to a crime he did not commit, resulting in his time served in prison. Now, Billy seeks revenge on Scott Wood, the kicker who lost the game. [ b ] As they leave his parents' house, Billy scolds Layla for telling an obvious lie to his father, and then decides to go bowling. There, Billy shows off his expertise at the sport, and Layla performs a tap dance routine to King Crimson 's "" Moonchild "". The two use a photo booth to take photos ""spanning time"" which Billy intends to send to his parents once a year, but Billy becomes annoyed when Layla makes silly faces during the photos, in contrast to Billy's straight face."
tt0118798,Bulworth,1998.0,"['Comedy', 'Drama', 'Romance']","['nm0000886', 'nm0034509', 'nm0000276', 'nm0051257', 'nm0052150']",108.0,6.8,English,United States,28244.0,30.0,29.2,"Jay Bulworth, a Democratic U.S. Senator from California , faces a primary challenge from a fiery young populist. Once politically liberal , Bulworth has over time conceded to more conservative politics and to accepting donations from large corporations.  While he and his wife have been having affairs with each other's knowledge for years, they maintain a happy facade for the sake of their public image. Tired of politics and unhappy with life, Bulworth makes plans to kill himself, and negotiates a $10 million life insurance policy with his daughter as the beneficiary. Knowing that a suicide would void the policy, he contracts to have himself assassinated within two days. He arrives extremely drunk at a Los Angeles campaign event, where he freely speaks his mind in the presence of the C-SPAN film crew following his campaign. After dancing all night in an underground club and smoking marijuana , he begins rapping in public. His frank, offensive remarks make him an instant media darling and re-energize his campaign. He becomes romantically involved with Nina, a young black activist, who begins to join him on campaign stops. He is pursued by the paparazzi, his insurance company, his campaign managers, and an increasingly adoring public, all the while awaiting his impending assassination. After a televised debate during which Bulworth derides insurance companies and the American healthcare system while drinking from a flask, he retreats to the home of Nina's family in impoverished South Central Los Angeles . He witnesses a group of children selling crack and intervenes to rescue them from an encounter with a racist police officer, and later discovers they work for L.D., a local drug kingpin to whom Nina's brother owes money. Bulworth eventually makes it to a television appearance arranged earlier by his campaign manager, during which he raps and repeats verbatim statements that Nina and L.D. have told him about the lives of poor black people and their opinions of various American institutions, such as education and employment. Eventually he offers the solution that ""everybody should fuck everybody"" until everyone is ""all the same color,"" stunning the audience and his interviewer."
tt0118805,Buud Yam,1997.0,"['Drama', 'Family']","['nm14889181', 'nm14889183', 'nm1202369']",97.0,6.5,More,Burkina Faso,233.0,,,"The film draws on the African oral tradition. [ 7 ] Set in a nineteenth century village, it follows a group of characters from Kaboré's debut film Wend Kuuni . [ 8 ] Wend Kuuni ( Serge Yanogo ) is a young man who is suspected of being responsible, through the use of sorcery , for his adopted sister's ill health. To help his sister, and clear his name, he tries to find a healer who uses the legendary ""lion's herbs"". He also searches for his own roots. [ 8 ] [ 9 ]"
tt0119961,Body Armor,1997.0,['Action'],"['nm0566157', 'nm0000579', 'nm0397212', 'nm0722636', 'nm0151033']",95.0,4.2,,,353.0,,,
tt0120186,Body Count,1998.0,"['Crime', 'Drama', 'Thriller']","['nm0000325', 'nm0000491', 'nm0000609', 'nm0005531', 'nm0001845']",85.0,5.4,English,United States,2196.0,,,"A group of thieves attempts to rob an art gallery, but when plans backfire and one of the men winds up dead, the group head down south, running afoul of the law. Along the way, they meet up with a seductive con artist with ideas of her own."
tt0120618,Breakfast of Champions,1999.0,['Comedy'],"['nm0000246', 'nm0000560', 'nm0001215', 'nm0001305', 'nm0004898']",110.0,4.6,English,United States,8807.0,12.0,,"Dwayne Hoover, a car salesman who is the most respected businessman in Midland City, Indiana, is on the verge of a nervous breakdown, even attempting suicide daily. His wife, Celia, is addicted to pills, and his sales manager and best friend, Harry Le Sabre, is preoccupied with his own secret fondness for wearing lingerie , worried he will be discovered. Meanwhile, a little-known science fiction author, Kilgore Trout , is hitchhiking across the United States to speak at Midland City's arts festival. In search of answers for his identity quest, Hoover decides to attend the festival."
tt0120619,Break Up,1998.0,"['Crime', 'Mystery', 'Thriller']","['nm0000662', 'nm0000952', 'nm0001836', 'nm0002235', 'nm0365911']",100.0,5.0,English,United States,2230.0,,,"After blacking out in a violent domestic battle, Jimmy awakens in the hospital to learn that her abusive husband, Frank, has died in a fiery crash, and that she is the prime suspect. As the police focus on building their case against Jimmy, she uncovers evidence indicating that Frank may not only still be alive, but getting away with murder. Jimmy, in a daring escape from police custody, races towards a final confrontation with justice and revenge."
tt0120620,Brokedown Palace,1999.0,"['Drama', 'Mystery', 'Thriller']","['nm0000597', 'nm0001617', 'nm0487406', 'nm0023885', 'nm0230335']",100.0,6.4,English Thai,United States,25190.0,25.0,10.1,"After graduating from high school, best friends Alice Marano and Darlene Davis take a trip to Thailand, despite some reluctance from Darlene who tells her dad they are going to Hawaii. While there, they meet a captivating Australian man (who calls himself Nick Parks); unknown to them, Nick is a drug smuggler. Darlene is particularly smitten with Nick and persuades Alice to take him up on his offer to treat them both to a side trip to Hong Kong . While boarding their flight at Don Mueang International Airport , the girls are detained by the Thai police and shocked to discover that one of their bags contains heroin , which they insist must have been planted by Nick. They are interrogated and Darlene signs a confession written in Thai, believing it to be a transcript of her statement confirming she is innocent. At their trial, they are sentenced to 33 years in prison. Alice and Darlene are advised to seek out Hank Greene, an expatriate American attorney living in Thailand. He tracks down another girl who had been used as an unwitting drug mule by a man named Skip K. Carn, whom he deduces to be the same person as Parks, since each name is an anagram of the other. Hank discovers Parks tipped off the Thai police about Alice and Darlene as a distraction to make sure his other mules could get through."
tt0120622,Brácula. Condemor II,1997.0,"['Comedy', 'Horror', 'Musical']","['nm0131008', 'nm0131008', 'nm0037372', 'nm0419512', 'nm0350640']",87.0,3.6,,,556.0,,,
tt0121118,Boleiros: Era Uma Vez o Futebol...,1998.0,"['Comedy', 'Sport']","['nm0041957', 'nm0835629', 'nm0009494', 'nm0669532', 'nm0009544']",93.0,7.3,,,563.0,,,
tt0121122,Boxers of Loyalty and Righteousness,1972.0,"['Action', 'Drama']","['nm0911093', 'nm2597289', 'nm0862886', 'nm2463412', 'nm0150921']",90.0,5.4,Cantonese Mandarin,Hong Kong,40.0,,,"Warlord Yu Ming gained great power for himself. He was a killer, and betrayed his friend General Yip and then slaughtered his family. But the General's son escaped, and spent all the life learning martial arts, with only will to kill Yu Ming. [ 1 ]"
tt0121124,Bu wen xiao zhang fu,1990.0,['Fantasy'],"['nm0399074', 'nm0939209', 'nm1750943', 'nm5306642', 'nm5307259']",86.0,5.5,,,29.0,,,
tt0121126,Bucharest Identity Card,1984.0,['Comedy'],"['nm0224441', 'nm0182819', 'nm0756926', 'nm0228136', 'nm0586129']",88.0,7.8,,,867.0,,,
tt0122130,Brick and Mirror,1965.0,['Drama'],"['nm0368021', 'nm4540828', 'nm0266792', 'nm0267419', 'nm4540704']",126.0,7.6,Persian,Iran,1030.0,,,"Hashem ( Zakaria Hashemi ) is a taxi driver who finds a baby child in the back seat of his cab one night after he gives a ride to a young lady. He and his girlfriend, Taji (Tajolmolouk Ahmadi), try to cope with this unwanted child. Hashem insists on getting rid of the child, Taji on keeping him."
tt0122393,Bounce Ko Gals,1997.0,['Drama'],"['nm0613472', 'nm0945131', 'nm0193459', 'nm3533041', 'nm0262137']",110.0,7.1,Japanese,Japan,866.0,,,"Bounce Ko Gals ( バウンス ko GALS , Baunsu ko gyaru ) is a 1997 Japanese crime drama film written and directed by Masato Harada . [ 1 ] [ 2 ] Its alternative English-language titles are Call Girls and Leaving . Filmed in somewhat of a documentary style, [ 3 ] it follows the course of three girls for a day and a night in the popular district of Shibuya in Tokyo ."
tt0122409,Body Talk,1982.0,['Adult'],"['nm0922301', 'nm0878915', 'nm0992433', 'nm8838211', 'nm0214150']",81.0,5.9,,,111.0,,,
tt0122417,Butch Camp,1996.0,['Comedy'],"['nm0219622', 'nm0855550', 'nm0408928', 'nm0453973', 'nm0043171']",101.0,5.1,English,United States,418.0,,,"Matt Grabowski (Paul Denniston) is an awkward young gay man whose life is falling apart. His boyfriend had left him three years earlier for another man. His sex life is reduced to eavesdropping on the exploits of his roommate who also leaves him and takes all the furniture. He is mugged on several occasions and is overworked, underpaid and underappreciated at his job. [ 1 ] Disappointed about his failure to find true love, Matt decides to learn to be more assertive by attending Butch Camp. The boot camp training seminar is overseen by the iron-fisted dominatrix commandant Samantha Rottweiler (Judy Tenuta) who unleashes a series of physically and mentally grueling exercises on her class of gay trainees. [ 1 ] One of his challenges is to survive a night in a sports bar where he meets Janet Cockswell (Jordan Roberts) who mounts a concerted effort to seduce him. He is also drawn to Janet's soon-to-be former boyfriend Rod Cazzone (Jason Terisi) who in turn finds himself strangely attracted to Matt. A love triangle ensues when Matt gains self-confidence and his attractiveness to both Janet and Rod increases. [ 1 ]"
tt0122418,Butterbox Babies,1995.0,['Drama'],"['nm0534132', 'nm0727120', 'nm0807649', 'nm0132757', 'nm0927770']",94.0,6.4,English,Canada,195.0,,,"On the surface, Lila Young ( Susan Clark ) and her husband William ( Peter MacNeill ) are devout Christians pursuing their calling of helping young, unwed expectant mothers deliver their babies at the Ideal Maternity Home in Chester, Nova Scotia during the 1930s and 1940s. The medical community, however, is very skeptical about the safety of the procedures being conducted by Lila and the care being given to babies born at the Home. Skepticism soon becomes intense scrutiny when a routine delivery results in the death of a young mother and her baby. Desperate to continue their work and prove they are doing God's work, the Youngs start selling healthy babies to wealthy, childless couples. The babies that are born premature or unhealthy are poorly cared for and unceremoniously buried in wooden butter boxes if they die. The Youngs are out of business at the end of this shocking true story, but their years of illegally selling and burying babies makes it impossible to determine the extent of their atrocities to this day."
tt0122646,By a Man's Face Shall You Know Him,1966.0,"['Action', 'Crime']","['nm0027947', 'nm0368049', 'nm0411631', 'nm0297800', 'nm0945850']",89.0,6.9,Japanese,,216.0,,,"When a man is brought to the hospital where Dr. Amamiya is working, the latter recognises the patient and recalls previous times they met: firstly during World War II , and later when the man owned a market and South Korean gangsters were taking over the entire area."
tt0122997,Boldogtalan kalap,1981.0,"['Drama', 'Romance']","['nm0751865', 'nm0464417', 'nm0440362', 'nm0050303', 'nm0272142']",84.0,6.9,,,22.0,,,
tt0122998,Bolidi sull'asfalto a tutta birra!,1970.0,[],"['nm0013211', 'nm0502819', 'nm0016693', 'nm0042164', 'nm0195267']",96.0,3.8,,,24.0,,,
tt0123000,Bow Wow,1922.0,['Comedy'],"['nm0709466', 'nm0167395', 'nm0178049', 'nm0547956', 'nm0604813']",65.0,8.0,,,17.0,,,
tt0123001,Broos,1997.0,['Drama'],[],80.0,6.5,Dutch,Netherlands,106.0,,,"Broos ( Frail ) is a 1997 Dutch film directed by Mijke de Jong . It is based on a play, in which five sisters meet up to record a message for their parents' 40th wedding anniversary. [ 1 ] The film was shot on location in 14 days with backing from the Netherlands Film Fund . [ 2 ] All five actresses won the Golden Calf for Best Actress . [ 3 ] Cinemagazine saw Broos as a ""fine prologue"" to de Jong's 2014 film Brozer ( Frailer ). [ 4 ]"
tt0123003,Bruno,2000.0,"['Comedy', 'Drama']","['nm0513281', 'nm0000641']",108.0,6.0,English,United States,1675.0,10.0,,"Bruno Battaglia is a young boy attending an American Roman Catholic school. Bruno's estranged father Dino, a police officer, left the family long ago and Bruno lives with his mother Angela. Angela is overweight and dresses flamboyantly in outfits that she designs and makes herself, standing out in stark contrast to the rest of their conservative Italian American neighborhood. While competing in advancing levels of the Catholic school spelling bee , Bruno decides to start wearing dresses. He wears them as a source of empowerment as well as feeling the need to express himself. He often identifies with angels and, when challenged that he can't wear a dress to the spelling bee championship in Vatican City , Bruno points out that even the Pope wears a dress. For his choice in outfits, Bruno receives heavy criticism from fellow students and faculty, especially the school's Mother Superior as well as becoming a target of the school's bullies. Initially supported only by his best friend Shawniqua, as he progresses further in the spelling competition, his choices of self-expression eventually become accepted by his peers and his superiors. Bruno wins the spelling bee competition and meets the Pope. With the help of his grandmother, Helen, Bruno also begins to form a bond with Dino who, in turn, is inspired by his son to pursue his long abandoned childhood dream of becoming an opera singer, despite previously being unwilling to accept his son, even leaving the room before Bruno sings in a dress."
tt0123041,Bussen,1963.0,"['Comedy', 'Family', 'Romance']","['nm0664850', 'nm0819825', 'nm0825234', 'nm0835586', 'nm0353434']",90.0,6.3,Norwegian,Norway,499.0,,,"The protagonist is a jovial bus driver, well beloved by his passengers, essentially the whole community around him. The bus, however, is old, and needs to be replaced. The bus driver himself is also needed as a handyman for all the people around him, assisting with stray cattle, household machines, children's homework, errands of all kinds, and at one occasion, assisting birth. Progress is however leaving him behind, and the local county council plots on a solution, involving a new bus and driver. The community revolts, and the local midwife (married to the mayor) intervenes with all the locals to keep the bus driver, who ends up keeping his job in a new bus."
tt0123391,Brigade Miscellaneous Steps In,1970.0,['Comedy'],"['nm0135908', 'nm0660233', 'nm0130025', 'nm0705880', 'nm0176037']",100.0,8.5,,,2084.0,,,
tt0123535,Bodies in Heat,1983.0,['Adult'],"['nm0184722', 'nm0249982', 'nm0214150']",73.0,7.0,,,79.0,,,
tt0123537,Body Language,1996.0,['Adult'],"['nm0199959', 'nm0820501', 'nm0899860']",77.0,6.3,,,37.0,,,
tt0123540,Boiling Point,1980.0,"['Adult', 'Crime', 'Thriller']","['nm0504126', 'nm0247624', 'nm0781635', 'nm1456497']",73.0,5.7,,,72.0,,,
tt0123542,Bolette's Bridal Shower,1938.0,['Comedy'],"['nm0539049', 'nm0630960', 'nm0449490', 'nm0486001', 'nm0539047']",98.0,6.9,,,81.0,,,
tt0123548,Booby Trap,1970.0,"['Action', 'Crime', 'Drama']","['nm0598661', 'nm1157164', 'nm0313268', 'nm0276008', 'nm0440203']",90.0,4.0,,,136.0,,,
tt0123550,Bootleg,1990.0,"['Crime', 'Drama']","['nm0575114', 'nm0339583', 'nm0577515', 'nm0632371', 'nm0281313']",89.0,4.2,,,18.0,,,
tt0123553,Bordello: House of the Rising Sun,1985.0,['Adult'],"['nm0124973', 'nm0048909', 'nm0817465', 'nm0010799', 'nm1177130']",86.0,5.9,,,158.0,,,
tt0123556,Born to Be Maid,1987.0,['Adult'],"['nm0214150', 'nm0497586', 'nm0658137', 'nm0798827', 'nm0546735']",87.0,4.3,,,16.0,,,
tt0123558,Bottom Busters,1973.0,['Adult'],"['nm0721986', 'nm0183109']",60.0,,,,,,,
tt0123564,Bratele Afroditei,1979.0,['Adventure'],"['nm0067871', 'nm0017062', 'nm0488015', 'nm0705880', 'nm0060018']",105.0,6.4,,,53.0,,,
