tconst,primaryTitle,startYear,genres,lead_actors_ids,runtimeMinutes,averageRating,Language,Country,numVotes,budget,BoxOffice,plot
tt0015643,Braveheart,1925.0,"['Drama', 'Western']","['nm0478942', 'nm0249187', 'nm0396768', 'nm0353790', 'nm0694362']",71.0,7.7,Silent (English intertitles ),United States,223.0,,,"As described in a film magazine review, [ 3 ] Braveheart of the Yakama Indians falls in love with Dorothy Nelson, daughter of Hobart Nelson who is disputing certain fishing rights with the tribe. Braveheart goes to college and obtains fame as a member of the football team. He ends up being expelled after voluntarily shielding Dorothy's brother from disgrace after attempting to throw a football game for some gambling interests. Ki-Yote kidnaps Dorothy and her father. Braveheart fights Ki-Yote and rescues Dorothy and her father, but comes to understand fully the problems and sorrow any potential union with Dorothy would entail. He renounces any interest in Dorothy and marries Sky-Arrow."
tt0015645,Bright Lights,1925.0,"['Comedy', 'Romance']","['nm0712776', 'nm0203406', 'nm0817021']",70.0,,Silent (English intertitles ),United States,,,,"As described in a review in a film magazine, [ 2 ] Pauline is a chorus girl who is cynical toward all men. Visiting her home town she meets Tom and kids him along, but soon finds he is different and falls in love with him. He sees her with a city chap and misunderstanding, tries to make himself the kind of man he thinks she likes. The result is that he overdoes it and so disappoints her that she turns him down. Her friend puts him wise, he becomes his real whole-souled honest self once more and wins her."
tt0015647,Broadway Lady,1925.0,['Drama'],"['nm0902226', 'nm0384944', 'nm0332217', 'nm0605723']",60.0,,Silent (English intertitles ),United States,,,,"As described in a review in a film magazine, [ 2 ] Evelyn, a chorus girl, is admired by a young blue-blood whose family invites her to a reception to show her up. To teach them a lesson for their snobbery, she marries this chap. Bob. His sister becomes infatuated with Martyn, a libertine , and to save her when she prepares to elope, Evelyn goes to Martyn's apartment. He is shot and Evelyn is captured and accused of the crime. It is revealed that Mary, a girl Evelyn had befriended, had a row with Martyn, and the shooting was accidental. Both young women are freed and Bob's family is glad to receive Evelyn as a member of the household."
tt0015650,Bröderna Östermans huskors,1925.0,['Drama'],"['nm0089002', 'nm0950447', 'nm0526398', 'nm0257738', 'nm0781590']",85.0,,Silent Swedish intertitles,Sweden,,,,"The Österman brothers advertise for a maid to help with the housework on their farm . However, when the attractive but domineering Anna arrives they come to regret this."
tt0016676,Born to the West,1926.0,"['Drama', 'Western']","['nm0392442', 'nm0369058', 'nm0797094', 'nm0330049', 'nm0141035']",66.0,4.7,Silent (English intertitles ),United States,31.0,,,"As described in a film magazine, [ 4 ] Kentucky schoolboys Dare Rudd and Bate Fillmore fight over Nell Worstall, and when the conflict ends both boys bear scars for life. Years later, after Dare moves to Colorado, they meet and again fight. The Dare loves his schoolgirl sweetheart Nell dearly, and learns that her father is in jail on a trumped up charge made by his rival, and that Nell has consented to marry Bate to save her father. The rival with his gang tries to get rid of this man, who is saved by his pal. After several exciting incidents in which the young woman is forced to marry the rival, Belle, a dancing girl at the Paradise Bar, knifes Bate after he strikes her, and Nell escapes. The fight between the miner's and their rivals then ensues and the feud between the two rivals is ended in an interesting manner."
tt0016678,Bred in Old Kentucky,1926.0,"['Action', 'Crime', 'Drama']","['nm0587319', 'nm0698985', 'nm0556769', 'nm0481764']",60.0,,Silent English intertitles,United States,,,,"Bred in Old Kentucky is a 1926 American silent sports film directed by Edward Dillon and starring Viola Dana , Jerry Miley and Jed Prouty . [ 1 ]"
tt0016679,Breed of the Sea,1926.0,"['Action', 'Adventure', 'Drama']","['nm0408433', 'nm0408433', 'nm0363545', 'nm0262080']",73.0,5.2,Silent (English intertitles ),United States,22.0,,,Breed of the Sea is a 1926 American silent adventure film directed by and starring Ralph Ince with Margaret Livingston and Dorothy Dunbar . [ 1 ]
tt0016680,Bride of the Storm,1926.0,['Drama'],"['nm0366002', 'nm0559059', 'nm0507752', 'nm0694362', 'nm0568678']",70.0,,Silent (English intertitles ),United States,,,,"As described in a film magazine review, [ 5 ] saved with her mother from the wreck of an American ship off the Dutch East Indies , Faith Fitzhugh is left to the mercy of three villainous keepers of a Dutch lighthouse, grandfather, father, and son. After her mother dies, the now orphan Faith is raised by the lighthouse keepers. Greedy for her wealth, Piet and Jacob, the two elder keepers, plan to marry her off to Hans, the idiot son. Dick Wayne, an officer of the crew of an American ship repairing cable off the lighthouse, who previously had seen the young woman, comes to her rescue just prior to the marriage and saves her after a terrific battle with the trio and a fire and falling of the lighthouse."
tt0016684,Broken Hearts,1926.0,['Drama'],"['nm0777363', 'nm0325576', 'nm0143639', 'nm0622280', 'nm0797926']",80.0,,Silent (English Intertitles),United States,,,,"Virginia Perry leaves her husband and child to return to Hollywood; but having dissipated her beauty and seeking solace in drink, she soon finds herself another ""has been"" on the fringe of movie circles. Her daughter, Betty Anne, wins a national beauty contest, and en route to Hollywood she meets Hal, another contest winner. Both fail in their first screen attempts and turn to Marshall, an unscrupulous trickster, who enrols them in his acting school. Molly, a movie extra, induces Betty Anne to attend a wild party, where she is arrested in a raid, and Hal, to raise the money for her bail, takes a ""stunt"" job in which he is badly hurt. Betty Anne seeks the aid of star actor McLain, who obtains for her the leading female role in his next film. Virginia, who is cast as her mother, keeps silent about their relationship until the film is completed. Apprehensive for her daughter's safety, she shoots Marshall while in a drunken stupor and is arrested. At the trial, Betty Anne's testimony saves her mother, who is then happily united with her daughter and Hal."
tt0016685,Broken Hearts of Hollywood,1926.0,"['Drama', 'Romance']","['nm0001195', 'nm0587319', 'nm0392059', 'nm0840078', 'nm0154352']",80.0,5.3,Silent (English Intertitles),United States,22.0,,,"Virginia Perry leaves her husband and child to return to Hollywood; but having dissipated her beauty and seeking solace in drink, she soon finds herself another ""has been"" on the fringe of movie circles. Her daughter, Betty Anne, wins a national beauty contest, and en route to Hollywood she meets Hal, another contest winner. Both fail in their first screen attempts and turn to Marshall, an unscrupulous trickster, who enrols them in his acting school. Molly, a movie extra, induces Betty Anne to attend a wild party, where she is arrested in a raid, and Hal, to raise the money for her bail, takes a ""stunt"" job in which he is badly hurt. Betty Anne seeks the aid of star actor McLain, who obtains for her the leading female role in his next film. Virginia, who is cast as her mother, keeps silent about their relationship until the film is completed. Apprehensive for her daughter's safety, she shoots Marshall while in a drunken stupor and is arrested. At the trial, Betty Anne's testimony saves her mother, who is then happily united with her daughter and Hal."
tt0016688,Brooding Eyes,1926.0,"['Crime', 'Drama']","['nm0000859', 'nm0000252', 'nm0002311', 'nm0597995', 'nm0514707']",60.0,,Silent (English intertitles ),United States,,,,"As described in a film magazine review, [ 3 ] Slim Jim Carey, a titled nobleman who is also the leader of a band of crooks, is reported dead and leaves proof of his daughter’s claim to the estate with his henchmen. Not trusting them, he spies on them from behind his own portrait. With the aid of the man who loves his daughter, he frustrates their plots to get the money in the estate, and is caught by the police just as he is shot. Dying, he reveals his identity to the young man, but not to his daughter."
tt0016690,Brown of Harvard,1926.0,"['Action', 'Drama', 'Romance']","['nm0354313', 'nm0681927', 'nm0124287', 'nm0868456', 'nm0175067']",85.0,6.1,Silent (English intertitles ),United States,1578.0,,,"Harvard University student Tom Brown is a handsome, athletic, and carefree young man who has a reputation as a Don Juan among the ladies. Although he is popular on campus, he finds himself at odds with Bob McAndrew, a studious, reserved boy who becomes his chief rival for the affections of beautiful Mary Abbott, a professor's daughter. Tom rooms with Jim Doolittle, an awkward weakling but goodhearted backwoods youth who idolizes him. The brash and cocky Brown easily wins over his dormitory mates, but refuses to let them ostracize Jim. One night at a party, Tom forcibly kisses Mary, which initiates a fight with Bob. Afterwards, Tom challenges Bob to a rowing competition; Bob is stroker on the college rowing team. Tom ends up losing. When he forces a confession of love from Mary, he begins to drink in shame. When he replaces Bob in a match against Yale , Tom collapses and is disgraced. He is persuaded by his father to go out for football. To save his friend's reputation, the sickly Jim goes out and takes his place in the rain and is soon hospitalized. Tom plays in the game against Yale and at a crucial point gives Bob a chance to score for the team. After the game, Tom goes to the hospital to tell Jim of the victory, but Jim dies shortly afterward. Tom is acclaimed a school hero and is happily united with Mary."
tt0016699,Butterflies in the Rain,1926.0,"['Comedy', 'Romance']","['nm0456804', 'nm0643212', 'nm0073472', 'nm0204547', 'nm0516874']",80.0,,Silent (English intertitles ),United States,,,,"As described in a film magazine, [ 3 ] Tina Carteret the beautiful daughter of an aristocratic English family, is a believer in the ""new freedom"" for women, and is an ardent follower of a group of fake bohemians whom she regards as the earth's elect. When riding she is forced to cross the neighboring estate of John Humphries, a wealthy commoner who has recently purchased the property of a peer, bringing upon himself the bitter resentment of Tina's snobbish family. Her horse falls. She is picked up by John and upbraids him rudely for having his gates closed, blaming him for her accident. The next day she invites him to dinner, pretending repentance for her hasty words, but takes evident pleasure in gently ridiculing his old fashioned dignity, at the same time taking his part when her brothers contemptuously refer to him as ""that commoner."" Tina hectors John into taking her to a night club, but he refuses to let her go into a certain club that is especially disreputable. This greatly irks the girl who is accustomed to having everything her own way, but she thanks him in the morning when she reads in the paper that the club was raided the night before. Her confidence in the man of old-fashioned virtue grows into love, and they are married, but with the express understanding that Tina is to have absolute liberty. All goes well until Tina announces her intention of taking a holiday in Spain with the quack Bohemians, who are secretly scheming to blackmail the wealthy pair. One of the men in the party forces his way into her room. She fights him off, throwing a dagger that wounds him just as the man's wife and her lawyer enter with the rest of the party and place a hideous interpretation on the compromising scene. Hurrying back to England, the ""outraged wife"" sends one of her companions to Humphries to tell him that his wife is to be named as co-respondent in her divorce suit. Humphries, caught in a falling market and on the brink of ruin, has borrowed 10,000 pounds to retrieve his fortune. To shield his wife's name he hushes the scandal by giving the last penny he has in the world, even though he believes Tina guilty. He then prepares to leave for America to start life over alone, with never a word of reproach to Tina, whom he considerately avoids. Humphries’ fast friend, Lord Purdon, knows the character of the people they are dealing with and invites them singly to come to the Humphries manse for a ""private interview"" promising a settlement in money. The whole gang of plotters is brought together in this way. They are recognized by the police as old offenders in the art of blackmail and arrested. Hearing Tina's story, John strips the shirt from the back of her assailant and bares the scar she made in defending herself, proving to John that she was an unwilling victim and that there are limits to her vaunted claims of liberty. The two are brought together again to start life over, John admitting that women should have more liberty, Tina convinced of the wisdom of old-fashioned virtue."
